start	den_afr	alt_afr	vin_afr	chag_afr	den_alt	den_vin	den_chag	alt_vin	nea_afr	den_nea	z_den	z_nea	cddr
5950000	0.001026	0.001364	0.001742	0.001652	0.00122	0.0017	0.00159	0.00072	0.001586	0.00150333	-0.724558	1.32335	False
6000000	0.00139	0.001459	0.00177	0.001819	0.00049	0.00122	0.00117	0.00121	0.00168267	0.00096	0.650874	1.67311	False
6050000	0.0011025	0.0014	0.0028045	0.002828	0.00063	0.00282	0.00286	0.00243	0.00234417	0.00210333	-0.435491	4.06654	False
6100000	0.001188	0.0013685	0.001793	0.001967	0.00096	0.00155	0.00194	0.00069	0.0017095	0.00148333	-0.112415	1.7702	False
6150000	0.0006505	0.0010675	0.0010275	0.0012805	0.0008	0.00082	0.00108	0.0001	0.00112517	0.0009	-2.14344	-0.344029	False
6200000	0.0011155	0.001186	0.0013115	0.0012835	0.00071	0.00084	0.00081	5e-05	0.00126033	0.000786667	-0.386368	0.145029	False
6250000	0.0015125	0.001332	0.001342	0.0013725	0.0003	0.00031	0.0003	4e-05	0.00134883	0.000303333	1.11376	0.465239	False
6300000	0.001441	0.001491	0.001451	0.001471	0.00089	0.00085	0.00087	0.0001	0.001471	0.00087	0.843586	0.907261	False
6350000	0.001435	0.001211	0.001261	0.001241	0.00132	0.00137	0.00135	0.00019	0.00123767	0.00134667	0.820914	0.0630168	False
6400000	0.0011	0.001368	0.00136	0.00137	0.00095	0.00062	0.00063	0.00055	0.001366	0.000733333	-0.444937	0.527351	False
6450000	0.001015	0.001055	0.001095	0.001065	0.00024	0.00028	0.00025	0.00012	0.00107167	0.000256667	-0.766123	-0.537603	False
6500000	0.0014475	0.0010365	0.0010665	0.0011185	0.00084	0.00087	0.00095	0.00011	0.00107383	0.000886667	0.868147	-0.529763	False
6550000	0.001393	0.001291	0.001363	0.001363	0.00062	0.00061	0.00071	0.00023	0.001339	0.000646667	0.66221	0.42966	False
6600000	0.00067	0.00067	0.00071	0.0007	0.00024	0.00028	0.00027	0.00012	0.000693333	0.000263333	-2.06976	-1.90648	False
6650000	0.001429	0.001444	0.001424	0.001434	0.00057	0.00055	0.00056	0.0001	0.001434	0.00056	0.798242	0.773388	False
6700000	0.001461	0.001035	0.001123	0.001035	0.0011	0.00118	0.0011	0.00048	0.00106433	0.00112667	0.919159	-0.564136	False
6750000	0.001411	0.001807	0.001892	0.001857	0.00114	0.00122	0.00119	0.00012	0.001852	0.00118333	0.730226	2.28579	False
6800000	0.0011805	0.0011925	0.0011225	0.0011325	0.00043	0.00036	0.00037	0.00017	0.00114917	0.000386667	-0.140755	-0.257193	False
6850000	0.0012015	0.0011585	0.0011885	0.0011695	0.001	0.00103	0.00093	3e-05	0.00117217	0.000986667	-0.0614032	-0.173975	False
